0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.493621671692173525e-02,-2.491217859379551980e-02,-2.736236243610590604e-02
-2.381817523362611766e+00,-2.381906307801695544e+00,-2.381853448808346929e+00
-2.499884015521436353e+00,-2.499884021191685513e+00,-2.499884033079790679e+00
-2.499886885368959977e+00,-2.499886890931558803e+00,-2.499886915404176069e+00
-2.499916935390421369e+00,-2.499916925371489462e+00,-2.499916962137001875e+00
-2.499955536521557331e+00,-2.499955542772106742e+00,-2.499955492125392364e+00
-2.499935000234250193e+00,-2.499932031497016816e+00,-2.499877162703303846e+00
-2.499854010182021913e+00,-2.499832575947072311e+00,-2.499662500900087458e+00
-2.499550347313879151e+00,-2.498961532137932373e+00,-2.499556023929558446e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.765583324449150560e-01,-5.780178134029319015e-01,-5.765138314416774490e-01
-2.456388521222154786e+00,-2.460467834323121661e+00,-2.460545581931626646e+00
-2.499926294275387928e+00,-2.499926301142720408e+00,-2.499926310456375145e+00
-2.499954520798275848e+00,-2.499954871041209170e+00,-2.499954871967744463e+00
-2.499975813482715914e+00,-2.499975780153862015e+00,-2.499975689032998272e+00
-2.499962264589487226e+00,-2.499961582451306175e+00,-2.499953853979096419e+00
-2.499909608132858896e+00,-2.499907292645878076e+00,-2.499853938794732944e+00
-2.499778691026473876e+00,-2.499771730266635572e+00,-2.499505774368784738e+00
-2.499410404224286175e+00,-2.499385505967847365e+00,-2.497852356589805201e+00
-2.498427634451465096e+00,-2.498358967897717164e+00,-2.494091155368153068e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.913014809104531588e+00,-1.914311409897011096e+00,-1.914403800453100546e+00
-2.489660799965863536e+00,-2.484633569405714670e+00,-2.489743449640132056e+00
-2.499958820042313512e+00,-2.499958785517892856e+00,-2.499958803744255498e+00
-2.499982439441495341e+00,-2.499982433234849033e+00,-2.499982439114812660e+00
-2.499982274514328751e+00,-2.499982273089621287e+00,-2.499982258559929615e+00
-2.499970506336257170e+00,-2.499970546852520403e+00,-2.499964393942044616e+00
-2.499933307253041637e+00,-2.499931750674990294e+00,-2.499880338757589637e+00
-2.499818371160370756e+00,-2.499817681918787837e+00,-2.499635042824030151e+00
-2.499123230451788302e+00,-2.499293436027184789e+00,-2.499306331087035815e+00
-2.498159097850583432e+00,-2.497295123787130589e+00,-2.484984847403666652e+00
-2.493668483601066299e+00,-2.493959103303698299e+00,-2.468701892161169198e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.338841561990757434e+00,-2.338924882454179066e+00,-2.338762183075694168e+00
-2.496612572769599137e+00,-2.496557153242010330e+00,-2.494896746221618500e+00
-2.499983269939401342e+00,-2.499983258591120361e+00,-2.499983271331919443e+00
-2.499991902453478687e+00,-2.499991902167297830e+00,-2.499991902379974373e+00
-2.499992354702478714e+00,-2.499991904337983240e+00,-2.499992349711756212e+00
-2.499991681125825593e+00,-2.499989214887200717e+00,-2.499990480086319078e+00
-2.499986658400160433e+00,-2.499987786400271084e+00,-2.499969422651969975e+00
-2.499966247611812964e+00,-2.499947753893468239e+00,-2.499856270092492672e+00
-2.499782627171847960e+00,-2.499675223341819130e+00,-2.498690910294042666e+00
-2.499093175280699963e+00,-2.498987291797049703e+00,-2.497684489866589974e+00
-2.493927989554274305e+00,-2.491321758757001348e+00,-2.435002061174821542e+00
-2.344003869803786166e+00,-2.343897534857522835e+00,-2.343902808722027498e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.816875701178977287e-02,-4.824645592798272944e-03,-7.261873315147202891e-03
-2.425780102514412118e+00,-2.443672638702297117e+00,-2.444161948420027652e+00
-2.498641398907935685e+00,-2.498768882437511607e+00,-2.498771636389166328e+00
-2.499989925389904055e+00,-2.499989929021745994e+00,-2.499989923868905617e+00
-2.499996643480784986e+00,-2.499996641558051458e+00,-2.499996643418812337e+00
-2.499998479977296295e+00,-2.499998478250052170e+00,-2.499998423860666730e+00
-2.499998470713741483e+00,-2.499998676595934555e+00,-2.499998146033023172e+00
-2.499996654618590775e+00,-2.499996652026126753e+00,-2.499996651889890398e+00
-2.499990861841540735e+00,-2.499990860987487018e+00,-2.499990865088905334e+00
-2.499921073119266701e+00,-2.499939335270756402e+00,-2.499863029432520367e+00
-2.499740014431417912e+00,-2.499495332965974814e+00,-2.498039629692854646e+00
-2.497413626670231146e+00,-2.497463306403156835e+00,-2.495827858397844601e+00
-2.494190244920137189e+00,-2.494258809531999965e+00,-2.417049941107797917e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.305549178117857145e-02,-6.203195220614524802e-02,-6.364582498953784417e-02
-2.462988782149693634e+00,-2.476300692655492686e+00,-2.476355041128118550e+00
-2.499491443927103429e+00,-2.499496616463553700e+00,-2.499496065277575951e+00
-2.499993678414620835e+00,-2.499993682851833654e+00,-2.499993681439752091e+00
-2.499998795756424030e+00,-2.499999110504749655e+00,-2.499999111047688682e+00
-2.499999705072751599e+00,-2.499999705154389851e+00,-2.499999705175520504e+00
-2.499999713402261570e+00,-2.499999713228058251e+00,-2.499999713323285633e+00
-2.499999635496103600e+00,-2.499999635928383146e+00,-2.499999405951443432e+00
